title,Creator,Publisher,date,Date is Approximate?,Description,subject,Keywords,Relation,Contributing Institution,Publisher Digital,Source,Listing Code,Resource Identifier,Format Original,format,type,Digitization Specifications,Rights,Standardized Rights,Language,Metadata Cataloger,Scanner Technician,Collection Administrator,Filename,OCLC number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Presented to Lionel Hampton,National Association of Black Women Attorneys,,1983-02-05,,"Plaque. 12 1/2'x10' Shield wood finish plaque with engraved plate bearing a disc  &lt;br&gt;To Lionel Hampton from the National Association of Black Women Attorneys  Scholarship Fund Committee for his contribution to the entertainment world, on the occasion of the Third Annual Red Dress Ball, at the Capitol Hilton Hotel. Mabel D. Haden, Chairman and Ruth Charity, President. Washington, D.C., Feb. 5, 1983. Courtesy of Anheuser Busch Inc.","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.030,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237057,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4591,4591,4588.jpg,/ijcs/image/4588.jpg,ijcs4591
Presented to Lionel Hampton,Omaha Summer Arts Festival,,1982-06-23,,"Plaque. 9'x12' Wood finish plaque with engraved plate&lt;br&gt;To Lionel Hampton for his performance at the Omaha Summer Arts Festival. [Omaha, NE], June 23, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.031,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237050,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4592,4592,4589.jpg,/ijcs/image/4589.jpg,ijcs4592
Presented to Lionel Hampton,National Association for the Advancement of Colored People,,1981-10-05,,"Plaque. 12'x9' Wood finish plaque with engraved double plate and a laurel leaf&lt;br&gt;Jubilee Award presented to Lionel Hampton by the Atlanta branch of National Association for the Advancement of Colored People-NAACP for superior excellence in the entertainment industry. Atlanta, GA, Oct. 5, 1981","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.032,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236296,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4593,4593,4590.jpg,/ijcs/image/4590.jpg,ijcs4593
Presented to Lionel Hampton,Elizabeth Avenue Community Center,,1983-09-06,,"Plaque. 10'x8' Wood finish plaque with engraved double plate&lt;br&gt;Arts and Culture Group Outstanding Service Award presented to Lionel Hampton by the Elizabeth Avenue Community Center in appreciation for his contribution to America's culture. Newark, N.J., Sept. 6, 1983","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.033,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238133,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4594,4594,4591.jpg,/ijcs/image/4591.jpg,ijcs4594
Presented to Lionel Hampton,Nexus # 1,,1985-03-09,,"Plaque. 12'x9' Wood finish plaque with screen printed double plate&lt;br&gt;Nexus # 1 salutes Lionel Hampton for his contribution to the New Orleans Symphony's great performance. Noah Hopkins, Jr. and Richard H. Powell, Nexus Management.  New Orleans, LA, Mar. 9, 1985","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.034,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237073,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4595,4595,4592.jpg,/ijcs/image/4592.jpg,ijcs4595
Presented to Lionel Hampton,Left Bank Jazz Society,,1986-02,,"Plaque. 10'x8' Wood finish plaque with blue engraved plate bearing musical theme&lt;br&gt;To Lionel Hampton from the Left Bank Jazz Society, for giving 60 years of good vibes. Shreveport, LA. Feb. 1986","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.035,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237082,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4596,4596,4593.jpg,/ijcs/image/4593.jpg,ijcs4596
Presented to Lionel Hampton,United States Mission,,1981-12-09,,"Plaque. 12'x9' Wood finish plaque with engraved plate&lt;br&gt;The United States Mission to the UN appoints Lionel Hampton Ambassador of Music to the United Nations. Jeane J. Kirkpatrick, US Permanent Representative. Dec. 9, 1981","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.036,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236309,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4597,4597,4594.jpg,/ijcs/image/4594.jpg,ijcs4597
Presented to Lionel Hampton,"Community Musicale, USA",,1963-06-21,,"Plaque. 12 1/8'x9' Wood finish plaque with six stars and engraved plate &lt;br&gt;Appreciation Award presented to Lionel Hampton by the Community Musicale, USA for his contribution to the cultural arena and performing arts. John Sharp Williams, Executive Director. June 21, 1963","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.037,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236304,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4598,4598,4595.jpg,/ijcs/image/4595.jpg,ijcs4598
Presented to Lionel Hampton,McDonald's Owner/Operators Association,,1983-06,,"Plaque. 9'x12' Wood finish plaque with McDonald's logo, spatula, and engraved plate&lt;br&gt;To Lionel Hampton from the McDonald's Owner/Operators Association for his support of the McDonald's High School Jazz Ensemble. June 1983","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.038,Plaque,image/jpeg,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238083,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4599,4599,4596.jpg,/ijcs/image/4596.jpg,ijcs4599
Presented to Lionel Hampton,Art Awareness,,1987-07-19,,"Plaque. 12'x9' Wood finish plaque with engraved double plate&lt;br&gt;Lifetime Achievement Award presented to Lionel Hampton by Art Awareness for his contribution to American Music. Lexington, NY, July 19, 1987","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.039,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236350,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4600,4600,4597.jpg,/ijcs/image/4597.jpg,ijcs4600
Presented to Lionel Hampton,Frederick Douglass Coalition,,1984-02-25,,"Plaque. 12'x9' Engraved wood finish plaque with picture of Frederick Douglass plate&lt;br&gt;Distinguished Service Award presented to Lionel Hampton by the Frederick Douglass Coalition. Feb. 25, 1984","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.040,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236301,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4601,4601,4598.jpg,/ijcs/image/4598.jpg,ijcs4601
Presented to Lionel Hampton,University of Southern California,,19853,,Plaque. 12'x9' Engraved wood finish plaque with USC theme and engraved plate&lt;br&gt;Ebonics Outstanding Alumnus presented to Lionel Hampton by the University of Southern California. 1985,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.041,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236315,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4602,4602,4599.jpg,/ijcs/image/4599.jpg,ijcs4602
Presented to Lionel Hampton,National Conference of Black Mayors,,1982-10-20,,"Plaque. 15'x12' Wood finish plaque with musical theme and engraved double plate&lt;br&gt;Special NCBM Tribute Award presented to Lionel Hampton by the National Conference of Black Mayors in recognition of his musical creativity and outstanding contributions in the fields of business and education on the occasion of the Mid-Year Convention at the Washington Hilton Hotel. Washington, D.C. Oct. 20-21, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 63",IJC001VI3,LH.VII.042,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238056,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4603,4603,4600.jpg,/ijcs/image/4600.jpg,ijcs4603
Presented to Lionel Hampton,Big Brothers,,1982,,"Plaque. 14'x11' Had made wood plaque with engraved plate&lt;br&gt;Sidewalks of New York Award presented to Lionel Hampton. Big Brothers. New York, NY, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 63",IJC001VI3,LH.VII.043,Plaque,image/jpeg,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237044,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4604,4604,4601.jpg,/ijcs/image/4601.jpg,ijcs4604
Presented to Lionel Hampton,Mother African Methodist Episcopal Zion Church,,1983-03-27,,"Plaque. 17'x13' Wood finish plaque with engraved plate inside casting&lt;br&gt;To Lionel Hampton from the Mother African Methodist Episcopal Zion Church for furthering the cause of humanity. Mary C. Nehemiah, General Chairperson and George Weldom McMurray, Pastor. New York, NY, Mar. 27, 1983","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 64",IJC001VI3,LH.VII.044,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236305,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4605,4605,4602.jpg,/ijcs/image/4602.jpg,ijcs4605
Presented to Lionel Hampton,Green Valley C.C.,,1978-08-12,,"Plaque. 18'x12' Wood finish plaque with engraved plate inside scroll casting&lt;br&gt;To Lionel Hampton from Green Valley C.C. Lafayette Hills Penna in grateful appreciation for the pleasure he has given the world during his 50 years in show business. [Pennsylvania] Aug. 12, 1978","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 64",IJC001VI3,LH.VII.045,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237043,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4606,4606,4603.jpg,/ijcs/image/4603.jpg,ijcs4606
Presented to Lionel Hampton,Search for Truth,,1983,,"Plaque. 15'x12' Wood finish plaque with musical theme and engraved doubled plate&lt;br&gt;To Lionel Hampton from Search for Truth. Russ Meek, President and others. 1983","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 65",IJC001VI3,LH.VII.046,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238058,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4607,4607,4604.jpg,/ijcs/image/4604.jpg,ijcs4607
Presented to Lionel Hampton,Orchestra Hall,,1989-03-14,,"Plaque. 16 1/2'x13 1/2' Wood frame holding a 7 1/2'x5'  silver frame with certificate under glass, in a  and blue velvet background &lt;br&gt;Orchestra Hall Distinguished Service Award presented to Lionel Hampton for his enthusiastic support and dedication to Orchestra Hall, on occasion of the 42nd Street Ball. Frank D. Stella, Chairman and Paul Ganson, President. Detroit, MI, Mar. 14, 1989","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 65",IJC001VI3,LH.VII.047,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238125,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4608,4608,4605.jpg,/ijcs/image/4605.jpg,ijcs4608
Presented to Lionel Hampton,City of Los Angeles,,1986-04-25,,"Plaque. 16'x12' Wood finish plaque with a 8' color Seal of the  City of Los Angeles and engraved double plate&lt;br&gt;To Lionel Hampton from the City of Los Angeles on the occasion of his 75th birthday. Tom Bradley, Mayor. Los Angeles, CA, Apr. 25, 1986.","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 66",IJC001VI3,LH.VII.048,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237048,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4609,4609,4606.jpg,/ijcs/image/4606.jpg,ijcs4609
Presented to Lionel Hampton,Salem United Methodist Church,,1981-04-19,,"Plaque. 16'x11' Shield wood finish plaque with engraved plate inside scroll casting&lt;br&gt;Distinguished Achievement Award presented to Lionel Hampton by Salem United Methodist Church in recognition of his outstanding contributions to the congregation. Thomas P. Grissom, Jr. Apr. 19, 1981","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 66",IJC001VI3,LH.VII.049,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236310,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4610,4610,4607.jpg,/ijcs/image/4607.jpg,ijcs4610
Presented to Lionel Hampton,Warner Poster Corp.,,1952,,Plaque. 10'x15' Wood finish plaque with classical motifs  and two engraved plates &lt;br&gt;Annual Showmanship Award presented to Lionel Hampton by Warner Poster Corp. 1952,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 67",IJC001VI3,LH.VII.050,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236319,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4611,4611,4608.jpg,/ijcs/image/4608.jpg,ijcs4611
Presented to Lionel Hampton,Boston Jazz Society,,1978,,"Plaque. 15'x11' Wood finish plaque with engraved plate inside scroll casting&lt;br&gt;Honorary Membership presented to Lionel Hampton, Vibes Innovator Personified, V.I.P., by the Boston Jazz Society in appreciation for his fifty years of contributions to black classical music. Boston, MA, 1978","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 67",IJC001VI3,LH.VII.051,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238104,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4612,4612,4609.jpg,/ijcs/image/4609.jpg,ijcs4612
Presented to Lionel Hampton,United Cerebral Palsy Association of Westchester County,,1974-01-14,,"Plaque. 14'x 10' Wood finish plaque, squared on the left upper corner finishing in a rosette, with engraved plate&lt;br&gt;In Memoriam Gene Krupa. The United Cerebral Palsy Association of Westchester County urges Gene Krupa's friends to continue his fight for retarded children. Simon B. Siegel, President. Westchester County, NY, Jan. 14, 1974","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 68",IJC001VI3,LH.VII.052,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238082,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4613,4613,4610.jpg,/ijcs/image/4610.jpg,ijcs4613
Presented to Lionel Hampton,Ebony Music Awards,,1975,,"Plaque. 14'x10' Wood finish plaque with  gold recorder and engraved plate&lt;br&gt;Ebony Music Awards, Jazz Miscellaneous Instrument Vibes presented to Lionel Hampton. 1975","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 68",IJC001VI3,LH.VII.053,Plaque,image/jpeg,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238045,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4614,4614,4611.jpg,/ijcs/image/4611.jpg,ijcs4614
